scope,course_code,title,cus,program_count,colleges,programs
AP,D487,Secure Software Design,3,1,School of Technology,"Master of Science, Cybersecurity and Information Assurance"
AP,D488,Cybersecurity Architecture and Engineering,4,1,School of Technology,"Master of Science, Cybersecurity and Information Assurance"
AP,D489,Cybersecurity Management,4,1,School of Technology,"Master of Science, Cybersecurity and Information Assurance"
AP,D490,Cybersecurity Graduate Capstone,4,1,School of Technology,"Master of Science, Cybersecurity and Information Assurance"
AP,D491,Introduction to Analytics,2,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D492,Data Analytics - Applications,4,2,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics"
AP,D493,Scripting and Programming - Applications,3,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D494,Data and Information Governance,2,2,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Data Analytics"
AP,D495,Big Data Foundations,4,2,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Data Analytics"
AP,D496,Introduction to Data Science,4,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D497,Data Wrangling,3,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D498,Data Analysis with R,2,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D499,Machine Learning,3,2,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Data Analytics"
AP,D500,Data Visualization,2,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D501,Machine Learning DevOps,2,2,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Data Analytics"
AP,D502,Data Analytics Capstone,4,1,School of Technology,"Bachelor of Science, Data Analytics"
AP,D522,Python for IT Automation,3,7,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D545,"Healthcare Administration Evolution, Systems, and Leadership",3,1,School of Business,"Bachelor of Science, Healthcare Administration"
AP,D546,Healthcare Policy and Governance,4,1,School of Business,"Bachelor of Science, Healthcare Administration"
AP,D547,Evidence-Based Healthcare Administration,4,1,School of Business,"Bachelor of Science, Healthcare Administration"
AP,D548,Emergency Management and Planning in Healthcare,4,1,School of Business,"Bachelor of Science, Healthcare Administration"
AP,D549,Exploring Emerging Trends in Healthcare Administration,4,1,School of Business,"Bachelor of Science, Healthcare Administration"
AP,D550,Ethics for Accountants,3,4,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D551,Fraud and Forensic Accounting,3,4,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D552,Data Analytics for Accountants I,3,4,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D553,Data Analytics for Accountants II,3,4,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D554,Advanced Financial Accounting I,3,2,School of Business,"Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D555,Advanced Financial Accounting II,3,2,School of Business,"Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D556,Corporate Financial Analysis,3,2,School of Business,"Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization"
AP,D557,Corporate Taxation,3,1,School of Business,"Master of Science in Accounting, Taxation Specialization"
AP,D558,Pass-Through Taxation,3,1,School of Business,"Master of Science in Accounting, Taxation Specialization"
AP,D559,Advanced Managerial Accounting,3,1,School of Business,"Master of Science in Accounting, Management Accounting Specialization"
AP,D560,Internal Auditing I,3,2,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Management Accounting Specialization"
AP,D561,Information Systems for Accounting and,3,2,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Management Accounting Specialization"
AP,D562,Internal Auditing II,3,1,School of Business,"Master of Science in Accounting, Auditing Specialization"
AP,D564,Theories of Personality,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D565,Cultural Awareness and Ethics,3,3,Leavitt School of Health,"Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology"
AP,D566,Psychology of Learning,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D567,Social Psychology,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D568,Health Equity and Social Determinants of Health,3,4,Leavitt School of Health,"Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D569,Adult Psychology,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D570,Cognitive Psychology,3,2,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science in Psychology"
AP,D571,Psychopathology,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D572,Career and Lifelong Learning,4,4,Leavitt School of Health,"Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D573,Understanding Substance Abuse & Addiction,3,4,Leavitt School of Health,"Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D574,Neuropsychology,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D575,Health Psychology,3,2,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science in Psychology"
AP,D576,Industrial and Organizational Psychology,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D577,Team Dynamics,3,3,Leavitt School of Health,"Bachelor of Science, Health and Human Services; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D578,Capstone for BS in Psychology,4,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D579,Mental Health Awareness and Education,3,3,Leavitt School of Health,"Bachelor of Science, Health and Human Services; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D580,Healthcare Administration Capstone,4,1,School of Business,"Bachelor of Science, Healthcare Administration"
AP,D581,Introduction to Research Methods,3,3,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D582,Introduction to Statistics for Research,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D583,Foundations in Public Health,3,3,Leavitt School of Health,"Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Public Health"
AP,D584,Program Planning and Implementation,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D585,Program Evaluation,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D586,Public Health Policy,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D587,Gender and Health,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D588,Human Sexuality,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D589,Chronic and Infectious Diseases,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D590,Public Health Administration,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D591,Grant Writing,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D592,Environmental Health,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D593,Global Health,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D594,Public Health Leadership and Administration,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D595,Public Health Capstone,3,1,Leavitt School of Health,"Bachelor of Science, Public Health"
AP,D596,The Data Analytics Journey,2,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D597,Data Management,3,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D598,Analytics Programming,3,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D599,Data Preparation and Exploration,3,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D600,Statistical Data Mining,3,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D601,Data Storytelling for Diverse Audiences,3,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D602,Deployment,3,3,School of Technology,"Master of Science, Data Analytics - Data Science; Master of Science, Data Analytics - Data Engineering; Master of Science, Data Analytics - Decision Process Engineering"
AP,D603,Machine Learning,3,1,School of Technology,"Master of Science, Data Analytics - Data Science"
AP,D604,Advanced Analytics,3,1,School of Technology,"Master of Science, Data Analytics - Data Science"
AP,D605,Optimization,3,1,School of Technology,"Master of Science, Data Analytics - Data Science"
AP,D606,Data Science Capstone,3,1,School of Technology,"Master of Science, Data Analytics - Data Science"
AP,D607,Cloud Databases,3,1,School of Technology,"Master of Science, Data Analytics - Data Engineering"
AP,D608,Data Processing,3,1,School of Technology,"Master of Science, Data Analytics - Data Engineering"
AP,D609,Data Analytics at Scale,3,1,School of Technology,"Master of Science, Data Analytics - Data Engineering"
AP,D610,Data Engineering Capstone,3,1,School of Technology,"Master of Science, Data Analytics - Data Engineering"
AP,D612,Business Process Engineering,3,1,School of Technology,"Master of Science, Data Analytics - Decision Process Engineering"
AP,D613,Decision Intelligence,3,1,School of Technology,"Master of Science, Data Analytics - Decision Process Engineering"
AP,D614,Decision Process Engineering Capstone,3,1,School of Technology,"Master of Science, Data Analytics - Decision Process Engineering"
AP,D616,Consumer Behavior,3,1,Leavitt School of Health,Bachelor of Science in Psychology
AP,D617,Public Health Core Functions and Essential Services,3,1,Leavitt School of Health,Master of Public Health
AP,D618,Environmental Health,3,1,Leavitt School of Health,Master of Public Health
AP,D619,Global Health,3,1,Leavitt School of Health,Master of Public Health
AP,D620,Public Health Leadership and Administration,3,1,Leavitt School of Health,Master of Public Health
AP,D621,Social and Behavioral Determinants of Health,3,1,Leavitt School of Health,Master of Public Health
AP,D622,"Public Health Assessment, Program Planning, Intervention, and",3,1,Leavitt School of Health,Master of Public Health
AP,D623,Public Health Finance and Funding,3,1,Leavitt School of Health,Master of Public Health
AP,D624,Biostatistics and Analysis,3,1,Leavitt School of Health,Master of Public Health
AP,D625,Principles of Epidemiology,3,1,Leavitt School of Health,Master of Public Health
AP,D626,Public Health Policy and Advocacy,3,1,Leavitt School of Health,Master of Public Health
AP,D627,Public Health Education and Promotion,3,1,Leavitt School of Health,Master of Public Health
AP,D628,Public Health Graduate Capstone,3,1,Leavitt School of Health,Master of Public Health
AP,D629,The Reflective Practitioner,3,1,School of Education,"Master of Science, Curriculum and Instruction"
AP,D630,Designing Curriculum and Instruction I,3,1,School of Education,"Master of Science, Curriculum and Instruction"
AP,D631,Designing Curriculum and Instruction II,3,1,School of Education,"Master of Science, Curriculum and Instruction"
AP,D632,Cultural Competency and Social-Emotional Learning,3,1,School of Education,"Master of Science, Educational Leadership"
AP,D633,Leadership of Curriculum Design and Instruction,3,1,School of Education,"Master of Science, Educational Leadership"
AP,D634,Health Sciences Capstone,3,1,Leavitt School of Health,"Bachelor of Science, Health Science"
AP,D635,Practices for Inclusive Classrooms,2,9,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education"
AP,D636,Establishing Positive and Engaging Learning,2,9,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education"
AP,D637,Curriculum and Instructional Strategies for,2,9,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education"
AP,D638,Monitoring Student Learning Through,2,9,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education"
AP,D639,Technology for Instruction and Online,2,9,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education"
AP,D640,"Giving, Receiving and Incorporating Feedback",3,3,School of Business,"Bachelor of Science, Communications; Bachelor of Science, Project Management; Bachelor of Science, User Experience Design"
AP,D641,Adapting to Ambiguity,3,3,School of Business,"Bachelor of Science, Communications; Bachelor of Science, Project Management; Bachelor of Science, User Experience Design"
AP,D642,Empathy and Inclusive Collaboration,3,3,School of Business,"Bachelor of Science, Communications; Bachelor of Science, Project Management; Bachelor of Science, User Experience Design"
AP,D643,Navigating Complex Problems,3,3,School of Business,"Bachelor of Science, Communications; Bachelor of Science, Project Management; Bachelor of Science, User Experience Design"
AP,D644,Foundations of Strategic Communications,3,1,School of Business,"Bachelor of Science, Communications"
AP,D645,Crafting a Communications Strategy Through,3,1,School of Business,"Bachelor of Science, Communications"
AP,D646,Delivering a Communications Strategy,3,1,School of Business,"Bachelor of Science, Communications"
AP,D647,Evaluating a Communications Strategy,3,1,School of Business,"Bachelor of Science, Communications"
AP,D648,Leveraging AI and Technology in Strategic,3,1,School of Business,"Bachelor of Science, Communications"
AP,D649,Crisis Communication,3,1,School of Business,"Bachelor of Science, Communications"
AP,D650,Communications Applied Learning Capstone,3,1,School of Business,"Bachelor of Science, Communications"
AP,D651,Foundations of Design,3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D652,Design Applications,3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D653,"Empathizing, Defining, and Ideating",3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D654,Prototyping and Iterating I,3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D655,Prototyping and Iterating II,3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D656,Leveraging AI and Technology in Design,3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D657,Design Applied Learning Capstone,3,1,School of Business,"Bachelor of Science, User Experience Design"
AP,D658,Planning Instructional Strategies for,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D659,Assessing and Monitoring Student Learning,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D660,Instructional Technology and Online Pedagogy,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D661,Creating Positive Learning Environments,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D662,Personalized Learning for Inclusive,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D663,The Professional Educator,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D664,Learners and Learning Science,3,16,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D665,Learner Development and the Science of,2,9,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education"
AP,D667,Precalculus,4,6,School of Education,"Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D668,Elementary Literacy Curriculum,3,6,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education"
AP,D669,Early Literacy Methods,3,6,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education"
AP,D670,Elementary Literacy Methods,3,6,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education"
AP,D671,Elementary Science Curriculum,3,4,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education"
AP,D672,Elementary Science and Engineering Methods,3,4,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education"
AP,D673,Elementary Social Studies Curriculum,3,4,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education"
AP,D674,Elementary Social Studies Methods,3,4,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education"
AP,D675,Elementary Literacy Methods,2,2,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Special Education"
AP,D676,Early Literacy Methods,2,2,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Special Education"
AP,D677,Elementary Literacy Curriculum,2,2,School of Education,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Special Education"
AP,D678,Elementary Science Curriculum,2,1,School of Education,"Master of Arts in Teaching, Elementary Education"
AP,D679,Elementary Science and Engineering Methods,2,1,School of Education,"Master of Arts in Teaching, Elementary Education"
AP,D680,Elementary Social Studies Curriculum,2,1,School of Education,"Master of Arts in Teaching, Elementary Education"
AP,D681,Elementary Social Studies Methods,2,1,School of Education,"Master of Arts in Teaching, Elementary Education"
AP,D682,Artificial Intelligence Optimization for Computer,3,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,D683,Advanced AI and ML,3,1,School of Technology,"Bachelor of Science, Computer Science"
AP,D684,Introduction to Computer Science,4,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,D685,Practical Applications of Prompt,2,5,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D686,Operating Systems for Computer Scientists,3,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,D687,Computer Science Project Development with a,3,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,D688,Foundations of Literacy Through Literature,3,6,School of Education,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education"
